"year","month","date_of_month","date","day_of_week","births"
2002,8,21,2002-08-21,"Wed",13069
2002,8,22,2002-08-22,"Thurs",12964
2002,8,23,2002-08-23,"Fri",12934
2002,8,24,2002-08-24,"Sat",8932
2002,8,25,2002-08-25,"Sun",7833
2002,8,26,2002-08-26,"Mon",11966
2002,8,27,2002-08-27,"Tues",13504
2002,8,28,2002-08-28,"Wed",13109
2002,8,29,2002-08-29,"Thurs",13143
2002,8,30,2002-08-30,"Fri",13054
2002,8,31,2002-08-31,"Sat",8981
2002,9,1,2002-09-01,"Sun",7840
2002,9,2,2002-09-02,"Mon",8085
2002,9,3,2002-09-03,"Tues",12325
2002,9,4,2002-09-04,"Wed",13675
2002,9,5,2002-09-05,"Thurs",13751
2002,9,6,2002-09-06,"Fri",13399
2002,9,7,2002-09-07,"Sat",9238
2002,9,8,2002-09-08,"Sun",7956
2002,9,9,2002-09-09,"Mon",12619
2002,9,10,2002-09-10,"Tues",13644
2002,9,11,2002-09-11,"Wed",12371
2002,9,12,2002-09-12,"Thurs",13982
2002,9,13,2002-09-13,"Fri",12786
2002,9,14,2002-09-14,"Sat",9258
2002,9,15,2002-09-15,"Sun",8331
2002,9,16,2002-09-16,"Mon",12520
2002,9,17,2002-09-17,"Tues",13883
2002,9,18,2002-09-18,"Wed",13655
2002,9,19,2002-09-19,"Thurs",13620
2002,9,20,2002-09-20,"Fri",13455
2002,9,21,2002-09-21,"Sat",9436
2002,9,22,2002-09-22,"Sun",8091
2002,9,23,2002-09-23,"Mon",12564
2002,9,24,2002-09-24,"Tues",13884
2002,9,25,2002-09-25,"Wed",13228
2002,9,26,2002-09-26,"Thurs",13211
2002,9,27,2002-09-27,"Fri",13047
2002,9,28,2002-09-28,"Sat",9120
2002,9,29,2002-09-29,"Sun",7842
2002,9,30,2002-09-30,"Mon",11998
2002,10,1,2002-10-01,"Tues",13296
2002,10,2,2002-10-02,"Wed",13164
2002,10,3,2002-10-03,"Thurs",12778
2002,10,4,2002-10-04,"Fri",12582
2002,10,5,2002-10-05,"Sat",8783
2002,10,6,2002-10-06,"Sun",7671
2002,10,7,2002-10-07,"Mon",11747
2002,10,8,2002-10-08,"Tues",12802
2002,10,9,2002-10-09,"Wed",12417
2002,10,10,2002-10-10,"Thurs",12433
2002,10,11,2002-10-11,"Fri",12271
2002,10,12,2002-10-12,"Sat",8334
2002,10,13,2002-10-13,"Sun",7326
2002,10,14,2002-10-14,"Mon",11312
2002,10,15,2002-10-15,"Tues",12513
2002,10,16,2002-10-16,"Wed",12363
2002,10,17,2002-10-17,"Thurs",12222
2002,10,18,2002-10-18,"Fri",11968
2002,10,19,2002-10-19,"Sat",8391
2002,10,20,2002-10-20,"Sun",7256
2002,10,21,2002-10-21,"Mon",11473
2002,10,22,2002-10-22,"Tues",12921
2002,10,23,2002-10-23,"Wed",12380
2002,10,24,2002-10-24,"Thurs",12447
2002,10,25,2002-10-25,"Fri",12276
2002,10,26,2002-10-26,"Sat",8303
2002,10,27,2002-10-27,"Sun",7591
2002,10,28,2002-10-28,"Mon",11603
2002,10,29,2002-10-29,"Tues",12561
2002,10,30,2002-10-30,"Wed",12023
2002,10,31,2002-10-31,"Thurs",10607
2002,11,1,2002-11-01,"Fri",12335
2002,11,2,2002-11-02,"Sat",8364
2002,11,3,2002-11-03,"Sun",7380
2002,11,4,2002-11-04,"Mon",11526
2002,11,5,2002-11-05,"Tues",12604
2002,11,6,2002-11-06,"Wed",12349
2002,11,7,2002-11-07,"Thurs",12378
2002,11,8,2002-11-08,"Fri",12211
2002,11,9,2002-11-09,"Sat",8454
2002,11,10,2002-11-10,"Sun",7561
2002,11,11,2002-11-11,"Mon",11310
2002,11,12,2002-11-12,"Tues",12422
2002,11,13,2002-11-13,"Wed",11833
2002,11,14,2002-11-14,"Thurs",12205
2002,11,15,2002-11-15,"Fri",12016
2002,11,16,2002-11-16,"Sat",8157
2002,11,17,2002-11-17,"Sun",7167
2002,11,18,2002-11-18,"Mon",11554
2002,11,19,2002-11-19,"Tues",12462
2002,11,20,2002-11-20,"Wed",12254
2002,11,21,2002-11-21,"Thurs",12431
2002,11,22,2002-11-22,"Fri",12726
2002,11,23,2002-11-23,"Sat",8417
2002,11,24,2002-11-24,"Sun",7526
2002,11,25,2002-11-25,"Mon",12198
2002,11,26,2002-11-26,"Tues",13064
2002,11,27,2002-11-27,"Wed",11245
2002,11,28,2002-11-28,"Thurs",7262
2002,11,29,2002-11-29,"Fri",9155
2002,11,30,2002-11-30,"Sat",8007
2002,12,1,2002-12-01,"Sun",7286
2002,12,2,2002-12-02,"Mon",11563
2002,12,3,2002-12-03,"Tues",12980
2002,12,4,2002-12-04,"Wed",12396
2002,12,5,2002-12-05,"Thurs",12343
2002,12,6,2002-12-06,"Fri",11560
2002,12,7,2002-12-07,"Sat",8362
2002,12,8,2002-12-08,"Sun",7190
2002,12,9,2002-12-09,"Mon",11313
2002,12,10,2002-12-10,"Tues",12544
2002,12,11,2002-12-11,"Wed",12311
2002,12,12,2002-12-12,"Thurs",12533
2002,12,13,2002-12-13,"Fri",11378
2002,12,14,2002-12-14,"Sat",8274
2002,12,15,2002-12-15,"Sun",7364
2002,12,16,2002-12-16,"Mon",12061
2002,12,17,2002-12-17,"Tues",13102
2002,12,18,2002-12-18,"Wed",13252
2002,12,19,2002-12-19,"Thurs",13342
2002,12,20,2002-12-20,"Fri",13690
2002,12,21,2002-12-21,"Sat",8934
2002,12,22,2002-12-22,"Sun",7460
2002,12,23,2002-12-23,"Mon",11135
2002,12,24,2002-12-24,"Tues",8929
2002,12,25,2002-12-25,"Wed",6629
2002,12,26,2002-12-26,"Thurs",10903
2002,12,27,2002-12-27,"Fri",13332
2002,12,28,2002-12-28,"Sat",8953
2002,12,29,2002-12-29,"Sun",7892
2002,12,30,2002-12-30,"Mon",12906
2002,12,31,2002-12-31,"Tues",12339
2003,1,1,2003-01-01,"Wed",7783
2003,1,2,2003-01-02,"Thurs",10863
2003,1,3,2003-01-03,"Fri",11965
2003,1,4,2003-01-04,"Sat",8374
2003,1,5,2003-01-05,"Sun",7365
2003,1,6,2003-01-06,"Mon",11220
2003,1,7,2003-01-07,"Tues",12398
2003,1,8,2003-01-08,"Wed",11872
2003,1,9,2003-01-09,"Thurs",11828
2003,1,10,2003-01-10,"Fri",12303
2003,1,11,2003-01-11,"Sat",8334
2003,1,12,2003-01-12,"Sun",7214
2003,1,13,2003-01-13,"Mon",11017
2003,1,14,2003-01-14,"Tues",12651
2003,1,15,2003-01-15,"Wed",11870
2003,1,16,2003-01-16,"Thurs",11897
2003,1,17,2003-01-17,"Fri",11855
2003,1,18,2003-01-18,"Sat",8300
2003,1,19,2003-01-19,"Sun",7366
2003,1,20,2003-01-20,"Mon",10842
2003,1,21,2003-01-21,"Tues",12052
2003,1,22,2003-01-22,"Wed",11835
2003,1,23,2003-01-23,"Thurs",11892
2003,1,24,2003-01-24,"Fri",11890
2003,1,25,2003-01-25,"Sat",8241
2003,1,26,2003-01-26,"Sun",7295
2003,1,27,2003-01-27,"Mon",11231
2003,1,28,2003-01-28,"Tues",12363
2003,1,29,2003-01-29,"Wed",11851
2003,1,30,2003-01-30,"Thurs",12062
2003,1,31,2003-01-31,"Fri",11774
2003,2,1,2003-02-01,"Sat",8538
2003,2,2,2003-02-02,"Sun",7515
2003,2,3,2003-02-03,"Mon",11311
2003,2,4,2003-02-04,"Tues",12305
2003,2,5,2003-02-05,"Wed",11786
2003,2,6,2003-02-06,"Thurs",12144
2003,2,7,2003-02-07,"Fri",12195
2003,2,8,2003-02-08,"Sat",8459
2003,2,9,2003-02-09,"Sun",7396
2003,2,10,2003-02-10,"Mon",11771
2003,2,11,2003-02-11,"Tues",12700
2003,2,12,2003-02-12,"Wed",12339
2003,2,13,2003-02-13,"Thurs",12086
2003,2,14,2003-02-14,"Fri",12807
2003,2,15,2003-02-15,"Sat",8730
2003,2,16,2003-02-16,"Sun",7568
2003,2,17,2003-02-17,"Mon",10522
2003,2,18,2003-02-18,"Tues",12403
2003,2,19,2003-02-19,"Wed",12395
2003,2,20,2003-02-20,"Thurs",12320
2003,2,21,2003-02-21,"Fri",12435
2003,2,22,2003-02-22,"Sat",8767
2003,2,23,2003-02-23,"Sun",7582
2003,2,24,2003-02-24,"Mon",11677
2003,2,25,2003-02-25,"Tues",12595
2003,2,26,2003-02-26,"Wed",12136
2003,2,27,2003-02-27,"Thurs",12437
2003,2,28,2003-02-28,"Fri",12329
2003,3,1,2003-03-01,"Sat",8500
2003,3,2,2003-03-02,"Sun",7438
2003,3,3,2003-03-03,"Mon",12491
2003,3,4,2003-03-04,"Tues",12638
2003,3,5,2003-03-05,"Wed",12264
2003,3,6,2003-03-06,"Thurs",12419
2003,3,7,2003-03-07,"Fri",12259
2003,3,8,2003-03-08,"Sat",8528
2003,3,9,2003-03-09,"Sun",7300
2003,3,10,2003-03-10,"Mon",11456
2003,3,11,2003-03-11,"Tues",12693
2003,3,12,2003-03-12,"Wed",12278
2003,3,13,2003-03-13,"Thurs",12127
2003,3,14,2003-03-14,"Fri",12582
2003,3,15,2003-03-15,"Sat",8485
2003,3,16,2003-03-16,"Sun",7387
2003,3,17,2003-03-17,"Mon",11718
2003,3,18,2003-03-18,"Tues",12697
2003,3,19,2003-03-19,"Wed",12374
2003,3,20,2003-03-20,"Thurs",12506
2003,3,21,2003-03-21,"Fri",12446
2003,3,22,2003-03-22,"Sat",8372
2003,3,23,2003-03-23,"Sun",7303
2003,3,24,2003-03-24,"Mon",11487
2003,3,25,2003-03-25,"Tues",12819
2003,3,26,2003-03-26,"Wed",12324
2003,3,27,2003-03-27,"Thurs",12403
2003,3,28,2003-03-28,"Fri",12317
2003,3,29,2003-03-29,"Sat",8579
2003,3,30,2003-03-30,"Sun",7399
2003,3,31,2003-03-31,"Mon",11331
2003,4,1,2003-04-01,"Tues",11754
2003,4,2,2003-04-02,"Wed",12739
2003,4,3,2003-04-03,"Thurs",12380
2003,4,4,2003-04-04,"Fri",12453
2003,4,5,2003-04-05,"Sat",8371
2003,4,6,2003-04-06,"Sun",7181
2003,4,7,2003-04-07,"Mon",11554
2003,4,8,2003-04-08,"Tues",12813
2003,4,9,2003-04-09,"Wed",12172
2003,4,10,2003-04-10,"Thurs",12485
2003,4,11,2003-04-11,"Fri",12176
2003,4,12,2003-04-12,"Sat",8380
2003,4,13,2003-04-13,"Sun",7130
2003,4,14,2003-04-14,"Mon",11599
2003,4,15,2003-04-15,"Tues",12799
2003,4,16,2003-04-16,"Wed",12701
2003,4,17,2003-04-17,"Thurs",12716
2003,4,18,2003-04-18,"Fri",11576
2003,4,19,2003-04-19,"Sat",8077
2003,4,20,2003-04-20,"Sun",7057
2003,4,21,2003-04-21,"Mon",11303
2003,4,22,2003-04-22,"Tues",12474
2003,4,23,2003-04-23,"Wed",12361
2003,4,24,2003-04-24,"Thurs",12297
2003,4,25,2003-04-25,"Fri",12049
2003,4,26,2003-04-26,"Sat",8213
2003,4,27,2003-04-27,"Sun",7342
2003,4,28,2003-04-28,"Mon",11460
2003,4,29,2003-04-29,"Tues",12430
2003,4,30,2003-04-30,"Wed",12064
2003,5,1,2003-05-01,"Thurs",12526
2003,5,2,2003-05-02,"Fri",12297
2003,5,3,2003-05-03,"Sat",8366
2003,5,4,2003-05-04,"Sun",7481
2003,5,5,2003-05-05,"Mon",11814
2003,5,6,2003-05-06,"Tues",12884
2003,5,7,2003-05-07,"Wed",12447
2003,5,8,2003-05-08,"Thurs",12664
2003,5,9,2003-05-09,"Fri",12522
2003,5,10,2003-05-10,"Sat",8594
2003,5,11,2003-05-11,"Sun",7484
2003,5,12,2003-05-12,"Mon",11943
2003,5,13,2003-05-13,"Tues",12455
2003,5,14,2003-05-14,"Wed",12635
2003,5,15,2003-05-15,"Thurs",12896
2003,5,16,2003-05-16,"Fri",12662
2003,5,17,2003-05-17,"Sat",8536
2003,5,18,2003-05-18,"Sun",7505
2003,5,19,2003-05-19,"Mon",11811
2003,5,20,2003-05-20,"Tues",12993
2003,5,21,2003-05-21,"Wed",13139
2003,5,22,2003-05-22,"Thurs",13199
2003,5,23,2003-05-23,"Fri",12965
2003,5,24,2003-05-24,"Sat",8678
2003,5,25,2003-05-25,"Sun",7598
2003,5,26,2003-05-26,"Mon",7825
2003,5,27,2003-05-27,"Tues",12163
2003,5,28,2003-05-28,"Wed",13619
2003,5,29,2003-05-29,"Thurs",13277
2003,5,30,2003-05-30,"Fri",13034
2003,5,31,2003-05-31,"Sat",8742
2003,6,1,2003-06-01,"Sun",7570
2003,6,2,2003-06-02,"Mon",11835
2003,6,3,2003-06-03,"Tues",12824
2003,6,4,2003-06-04,"Wed",12616
2003,6,5,2003-06-05,"Thurs",12647
2003,6,6,2003-06-06,"Fri",12617
2003,6,7,2003-06-07,"Sat",8559
2003,6,8,2003-06-08,"Sun",7493
2003,6,9,2003-06-09,"Mon",11743
2003,6,10,2003-06-10,"Tues",13102
2003,6,11,2003-06-11,"Wed",12931
2003,6,12,2003-06-12,"Thurs",12883
2003,6,13,2003-06-13,"Fri",11821
2003,6,14,2003-06-14,"Sat",8594
2003,6,15,2003-06-15,"Sun",7571
2003,6,16,2003-06-16,"Mon",12229
2003,6,17,2003-06-17,"Tues",13144
2003,6,18,2003-06-18,"Wed",12903
2003,6,19,2003-06-19,"Thurs",12752
2003,6,20,2003-06-20,"Fri",12496
2003,6,21,2003-06-21,"Sat",8623
2003,6,22,2003-06-22,"Sun",7642
2003,6,23,2003-06-23,"Mon",12012
2003,6,24,2003-06-24,"Tues",13333
2003,6,25,2003-06-25,"Wed",13267
2003,6,26,2003-06-26,"Thurs",13106
2003,6,27,2003-06-27,"Fri",12678
2003,6,28,2003-06-28,"Sat",8714
2003,6,29,2003-06-29,"Sun",7648
2003,6,30,2003-06-30,"Mon",12072
2003,7,1,2003-07-01,"Tues",13682
2003,7,2,2003-07-02,"Wed",13577
2003,7,3,2003-07-03,"Thurs",13247
2003,7,4,2003-07-04,"Fri",9364
2003,7,5,2003-07-05,"Sat",8209
2003,7,6,2003-07-06,"Sun",7789
2003,7,7,2003-07-07,"Mon",12407
2003,7,8,2003-07-08,"Tues",13626
2003,7,9,2003-07-09,"Wed",13286
2003,7,10,2003-07-10,"Thurs",13381
2003,7,11,2003-07-11,"Fri",12878
2003,7,12,2003-07-12,"Sat",8776
2003,7,13,2003-07-13,"Sun",7867
2003,7,14,2003-07-14,"Mon",12068
2003,7,15,2003-07-15,"Tues",13434
2003,7,16,2003-07-16,"Wed",13224
2003,7,17,2003-07-17,"Thurs",13444
2003,7,18,2003-07-18,"Fri",13013
2003,7,19,2003-07-19,"Sat",8787
2003,7,20,2003-07-20,"Sun",7954
2003,7,21,2003-07-21,"Mon",12241
2003,7,22,2003-07-22,"Tues",13522
2003,7,23,2003-07-23,"Wed",13312
2003,7,24,2003-07-24,"Thurs",13355
2003,7,25,2003-07-25,"Fri",12825
2003,7,26,2003-07-26,"Sat",8862
2003,7,27,2003-07-27,"Sun",7740
2003,7,28,2003-07-28,"Mon",12262
2003,7,29,2003-07-29,"Tues",13562
2003,7,30,2003-07-30,"Wed",13295
2003,7,31,2003-07-31,"Thurs",13237
2003,8,1,2003-08-01,"Fri",13001
2003,8,2,2003-08-02,"Sat",8740
2003,8,3,2003-08-03,"Sun",7702
2003,8,4,2003-08-04,"Mon",12031
2003,8,5,2003-08-05,"Tues",13437
2003,8,6,2003-08-06,"Wed",13123
2003,8,7,2003-08-07,"Thurs",13315
2003,8,8,2003-08-08,"Fri",13145
2003,8,9,2003-08-09,"Sat",9109
2003,8,10,2003-08-10,"Sun",7852
2003,8,11,2003-08-11,"Mon",12053
2003,8,12,2003-08-12,"Tues",13698
2003,8,13,2003-08-13,"Wed",12955
2003,8,14,2003-08-14,"Thurs",13152
2003,8,15,2003-08-15,"Fri",13011
2003,8,16,2003-08-16,"Sat",9189
2003,8,17,2003-08-17,"Sun",8018
2003,8,18,2003-08-18,"Mon",12243
2003,8,19,2003-08-19,"Tues",13561
2003,8,20,2003-08-20,"Wed",13196
2003,8,21,2003-08-21,"Thurs",13339
2003,8,22,2003-08-22,"Fri",13222
2003,8,23,2003-08-23,"Sat",9071
2003,8,24,2003-08-24,"Sun",7858
2003,8,25,2003-08-25,"Mon",12411
2003,8,26,2003-08-26,"Tues",13723
2003,8,27,2003-08-27,"Wed",13594
2003,8,28,2003-08-28,"Thurs",13839
2003,8,29,2003-08-29,"Fri",13547
2003,8,30,2003-08-30,"Sat",9225
2003,8,31,2003-08-31,"Sun",7743
2003,9,1,2003-09-01,"Mon",8059
2003,9,2,2003-09-02,"Tues",12389
2003,9,3,2003-09-03,"Wed",14119
2003,9,4,2003-09-04,"Thurs",13870
2003,9,5,2003-09-05,"Fri",13616
2003,9,6,2003-09-06,"Sat",9257
2003,9,7,2003-09-07,"Sun",8064
2003,9,8,2003-09-08,"Mon",12504
2003,9,9,2003-09-09,"Tues",13615
2003,9,10,2003-09-10,"Wed",13908
2003,9,11,2003-09-11,"Thurs",12932
2003,9,12,2003-09-12,"Fri",13621
2003,9,13,2003-09-13,"Sat",9444
2003,9,14,2003-09-14,"Sun",8415
2003,9,15,2003-09-15,"Mon",12846
2003,9,16,2003-09-16,"Tues",14145
2003,9,17,2003-09-17,"Wed",13686
2003,9,18,2003-09-18,"Thurs",13781
2003,9,19,2003-09-19,"Fri",13325
2003,9,20,2003-09-20,"Sat",9522
2003,9,21,2003-09-21,"Sun",8383
2003,9,22,2003-09-22,"Mon",12766
2003,9,23,2003-09-23,"Tues",14036
2003,9,24,2003-09-24,"Wed",13578
2003,9,25,2003-09-25,"Thurs",13651
2003,9,26,2003-09-26,"Fri",13600
2003,9,27,2003-09-27,"Sat",9039
2003,9,28,2003-09-28,"Sun",8060
2003,9,29,2003-09-29,"Mon",12291
2003,9,30,2003-09-30,"Tues",13122
2003,10,1,2003-10-01,"Wed",13138
2003,10,2,2003-10-02,"Thurs",13383
2003,10,3,2003-10-03,"Fri",13013
2003,10,4,2003-10-04,"Sat",8876
2003,10,5,2003-10-05,"Sun",7653
2003,10,6,2003-10-06,"Mon",11912
2003,10,7,2003-10-07,"Tues",13241
2003,10,8,2003-10-08,"Wed",13237
2003,10,9,2003-10-09,"Thurs",13047
2003,10,10,2003-10-10,"Fri",13058
2003,10,11,2003-10-11,"Sat",8620
2003,10,12,2003-10-12,"Sun",7713
2003,10,13,2003-10-13,"Mon",11272
2003,10,14,2003-10-14,"Tues",12995
2003,10,15,2003-10-15,"Wed",12690
2003,10,16,2003-10-16,"Thurs",12499
2003,10,17,2003-10-17,"Fri",12404
2003,10,18,2003-10-18,"Sat",8432
2003,10,19,2003-10-19,"Sun",7454
2003,10,20,2003-10-20,"Mon",11817
2003,10,21,2003-10-21,"Tues",13032
2003,10,22,2003-10-22,"Wed",12780
2003,10,23,2003-10-23,"Thurs",12568
2003,10,24,2003-10-24,"Fri",12325
2003,10,25,2003-10-25,"Sat",8444
2003,10,26,2003-10-26,"Sun",7696
2003,10,27,2003-10-27,"Mon",11745
2003,10,28,2003-10-28,"Tues",13173
2003,10,29,2003-10-29,"Wed",12705
2003,10,30,2003-10-30,"Thurs",12359
2003,10,31,2003-10-31,"Fri",10767
2003,11,1,2003-11-01,"Sat",8342
2003,11,2,2003-11-02,"Sun",7568
2003,11,3,2003-11-03,"Mon",12200
2003,11,4,2003-11-04,"Tues",13060
2003,11,5,2003-11-05,"Wed",12761
2003,11,6,2003-11-06,"Thurs",12564
2003,11,7,2003-11-07,"Fri",12291
2003,11,8,2003-11-08,"Sat",8575
2003,11,9,2003-11-09,"Sun",7341
2003,11,10,2003-11-10,"Mon",11890
2003,11,11,2003-11-11,"Tues",12917
2003,11,12,2003-11-12,"Wed",12463
2003,11,13,2003-11-13,"Thurs",12206
2003,11,14,2003-11-14,"Fri",12219
2003,11,15,2003-11-15,"Sat",8163
2003,11,16,2003-11-16,"Sun",7375
2003,11,17,2003-11-17,"Mon",11723
2003,11,18,2003-11-18,"Tues",12994
2003,11,19,2003-11-19,"Wed",12658
2003,11,20,2003-11-20,"Thurs",12710
2003,11,21,2003-11-21,"Fri",12770
2003,11,22,2003-11-22,"Sat",8473
2003,11,23,2003-11-23,"Sun",7249
2003,11,24,2003-11-24,"Mon",12803
2003,11,25,2003-11-25,"Tues",13399
2003,11,26,2003-11-26,"Wed",11767
2003,11,27,2003-11-27,"Thurs",7224
2003,11,28,2003-11-28,"Fri",9271
2003,11,29,2003-11-29,"Sat",7913
2003,11,30,2003-11-30,"Sun",7205
2003,12,1,2003-12-01,"Mon",11973
2003,12,2,2003-12-02,"Tues",13122
2003,12,3,2003-12-03,"Wed",12884
2003,12,4,2003-12-04,"Thurs",12372
2003,12,5,2003-12-05,"Fri",11901
2003,12,6,2003-12-06,"Sat",8132
2003,12,7,2003-12-07,"Sun",7241
2003,12,8,2003-12-08,"Mon",11496
2003,12,9,2003-12-09,"Tues",12699
2003,12,10,2003-12-10,"Wed",12470
2003,12,11,2003-12-11,"Thurs",12242
2003,12,12,2003-12-12,"Fri",12237
2003,12,13,2003-12-13,"Sat",8150
2003,12,14,2003-12-14,"Sun",7337
2003,12,15,2003-12-15,"Mon",12064
2003,12,16,2003-12-16,"Tues",13350
2003,12,17,2003-12-17,"Wed",13106
2003,12,18,2003-12-18,"Thurs",13594
2003,12,19,2003-12-19,"Fri",13434
2003,12,20,2003-12-20,"Sat",8795
2003,12,21,2003-12-21,"Sun",7547
2003,12,22,2003-12-22,"Mon",12967
2003,12,23,2003-12-23,"Tues",12598
2003,12,24,2003-12-24,"Wed",9096
2003,12,25,2003-12-25,"Thurs",6628
2003,12,26,2003-12-26,"Fri",10218
2003,12,27,2003-12-27,"Sat",8646
2003,12,28,2003-12-28,"Sun",7645
2003,12,29,2003-12-29,"Mon",12823
2003,12,30,2003-12-30,"Tues",14438
2003,12,31,2003-12-31,"Wed",12374
